idx,task_id,template_id,reward,judge,nc,n,steps
0,0,279,1,1,8,8,7
1,1,279,0,0,4,8,7
2,2,279,0,0,0,8,6
3,3,279,1,1,7,8,7
4,4,279,1,1,8,8,7
5,5,279,0,0,3,8,7
6,6,279,1,1,1,8,7
7,11,288,1,1,8,8,5
8,12,288,1,1,8,8,5
9,13,288,1,1,8,8,5
10,14,288,1,1,8,8,5
11,15,288,1,1,8,8,5
12,41,285,1,1,8,8,1
13,42,285,1,1,8,8,1
14,43,285,1,1,8,8,1
15,62,276,0,0,2,8,8
16,63,276,1,1,7,8,6
17,64,276,0,0,0,8,0
18,65,276,0,0,7,8,0
19,77,277,0,0,7,8,0
20,78,277,1,1,8,8,5
21,79,277,0,0,0,8,3
22,94,274,1,1,8,8,3
23,95,274,1,1,8,8,3
24,107,270,0,0,0,8,9
25,108,270,0,0,0,8,9
26,109,270,0,0,0,8,16
27,110,270,0,0,0,8,9
28,111,270,0,0,1,8,9
29,112,245,0,0,1,8,8
30,113,245,0,0,0,8,8
31,114,245,1,1,7,8,9
32,115,245,1,0,8,8,1
33,116,245,0,0,1,8,30
34,119,250,0,0,0,8,10
35,120,250,0,0,0,8,10
36,121,250,1,1,7,8,8
37,122,250,0,0,1,8,10
38,123,250,0,0,6,8,0
39,127,1001,0,0,0,8,0
40,128,1002,1,1,8,8,1
41,129,1002,1,1,8,8,1
42,130,1002,1,1,8,8,1
43,131,1002,0,0,4,8,10
44,183,368,1,0,8,8,16
45,184,368,0,0,0,8,8
46,185,368,0,0,7,8,15
47,186,368,0,0,0,8,8
48,187,368,1,1,8,8,6
49,193,367,1,1,7,8,3
50,194,367,1,1,8,8,3
51,195,367,1,1,8,8,6
52,196,367,1,1,7,8,9
53,197,367,1,1,8,8,4
54,198,366,1,1,8,8,3
55,199,366,1,1,8,8,3
56,200,366,1,1,8,8,4
57,201,366,1,0,8,8,2
58,202,366,1,1,3,8,4
59,203,366,0,0,2,8,3
60,204,366,0,0,0,8,4
61,208,364,1,1,8,8,3
62,209,364,1,1,8,8,3
63,210,364,1,1,8,8,3
64,211,364,1,1,8,8,3
65,212,364,1,1,8,8,3
66,213,249,0,0,7,8,10
67,214,249,0,0,0,8,8
68,215,249,1,1,3,8,10
69,216,249,1,1,8,8,11
70,217,249,1,1,8,8,10
71,243,244,1,1,8,8,11
72,244,244,1,1,6,8,8
73,245,244,1,1,8,8,9
74,246,244,1,1,7,8,12
75,247,244,1,0,8,8,1
76,288,234,1,1,8,8,8
77,289,234,0,0,0,8,4
78,290,234,1,1,8,8,4
79,291,234,1,1,8,8,4
80,292,234,1,1,8,8,3
83,346,248,1,1,8,8,7
84,347,248,1,1,8,8,3
85,348,248,1,1,8,8,10
86,491,280,1,1,7,8,13
87,790,246,1,0,8,8,1
