idx,task_id,template_id,reward,judge,nc,n,steps
0,0,279,0,0,0,1,0
1,1,279,0,0,0,1,0
2,2,279,0,0,0,1,0
3,3,279,0,0,0,1,0
4,4,279,0,0,0,1,0
5,5,279,0,0,0,1,0
6,6,279,0,0,0,1,0
7,11,288,0,0,0,1,0
8,12,288,0,0,0,1,0
9,13,288,0,0,0,1,0
10,14,288,0,0,0,1,0
11,15,288,0,0,0,1,0
12,41,285,0,0,0,1,0
13,42,285,0,0,0,1,0
14,43,285,0,0,0,1,0
15,62,276,0,0,0,1,0
16,63,276,0,0,0,1,0
17,64,276,0,0,0,1,0
18,65,276,0,0,0,1,0
19,77,277,0,0,0,1,0
20,78,277,0,0,0,1,0
21,79,277,0,0,0,1,0
22,94,274,0,0,0,1,0
23,95,274,0,0,0,1,0
24,107,270,0,0,0,1,0
25,108,270,0,0,0,1,0
26,109,270,0,0,0,1,0
27,110,270,0,0,0,1,0
28,111,270,0,0,0,1,0
29,112,245,0,0,0,1,0
30,113,245,0,0,0,1,0
31,114,245,0,0,0,1,0
32,115,245,0,0,0,1,0
33,116,245,0,0,0,1,0
34,119,250,0,0,0,1,0
35,120,250,0,0,0,1,0
36,121,250,0,0,0,1,0
37,122,250,0,0,0,1,0
38,123,250,0,0,0,1,0
39,127,1001,0,0,0,1,0
40,128,1002,0,0,0,1,0
41,129,1002,0,0,0,1,0
42,130,1002,0,0,0,1,0
43,131,1002,0,0,0,1,0
44,183,368,0,0,0,1,0
45,184,368,0,0,0,1,0
46,185,368,0,0,0,1,0
47,186,368,0,0,0,1,0
48,187,368,0,0,0,1,0
49,193,367,0,0,0,1,0
50,194,367,0,0,0,1,0
51,195,367,0,0,0,1,0
52,196,367,0,0,0,1,0
53,197,367,0,0,0,1,0
54,198,366,0,0,0,1,0
55,199,366,0,0,0,1,0
56,200,366,0,0,0,1,0
57,201,366,0,0,0,1,0
58,202,366,0,0,0,1,0
59,203,366,0,0,0,1,0
60,204,366,0,0,0,1,0
61,208,364,0,0,0,1,0
62,209,364,0,0,0,1,0
63,210,364,0,0,0,1,0
64,211,364,0,0,0,1,0
65,212,364,0,0,0,1,0
66,213,249,0,0,0,1,0
67,214,249,0,0,0,1,0
68,215,249,0,0,0,1,0
69,216,249,0,0,0,1,0
70,217,249,0,0,0,1,0
71,243,244,0,0,0,1,0
72,244,244,0,0,0,1,0
73,245,244,0,0,0,1,0
74,246,244,0,0,0,1,0
75,247,244,0,0,0,1,0
76,288,234,0,0,0,1,0
77,289,234,0,0,0,1,0
78,290,234,0,0,0,1,0
79,291,234,0,0,0,1,0
80,292,234,0,0,0,1,0
81,344,248,0,0,0,1,0
82,345,248,0,0,0,1,0
83,346,248,0,0,0,1,0
84,347,248,0,0,0,1,0
85,348,248,0,0,0,1,0
86,491,280,0,0,0,1,0
87,790,246,0,0,0,1,0
