idx,instance_id,repo,judge_success,nc,n,steps,cost
0,sympy__sympy-18211,sympy/sympy,1,1,1,56,0.2109
1,sympy__sympy-18698,sympy/sympy,0,0,1,60,0.2505
2,sympy__sympy-18763,sympy/sympy,0,0,1,60,0.191
3,sympy__sympy-19040,sympy/sympy,0,0,1,60,0.3023
4,sympy__sympy-19346,sympy/sympy,1,1,1,50,0.1682
5,sympy__sympy-19495,sympy/sympy,1,1,1,53,0.2544
6,sympy__sympy-19637,sympy/sympy,1,1,1,25,0.0736
7,sympy__sympy-19783,sympy/sympy,0,0,1,60,0.236
8,sympy__sympy-19954,sympy/sympy,1,1,1,21,0.0784
9,sympy__sympy-20154,sympy/sympy,1,1,1,51,0.2168
10,sympy__sympy-20428,sympy/sympy,0,0,1,60,0.2142
11,sympy__sympy-20438,sympy/sympy,0,0,1,60,0.2322
12,sympy__sympy-20590,sympy/sympy,1,1,1,34,0.0859
13,sympy__sympy-20801,sympy/sympy,1,1,1,53,0.1715
14,sympy__sympy-20916,sympy/sympy,1,1,1,44,0.1855
15,sympy__sympy-21379,sympy/sympy,0,0,1,60,0.3073
16,sympy__sympy-21596,sympy/sympy,0,0,1,60,0.311
17,sympy__sympy-21612,sympy/sympy,0,0,1,60,0.338
18,sympy__sympy-21847,sympy/sympy,1,1,1,39,0.2152
19,sympy__sympy-21930,sympy/sympy,0,0,1,55,0.2034
20,sympy__sympy-22080,sympy/sympy,0,0,1,60,0.3148
21,sympy__sympy-22456,sympy/sympy,0,0,1,60,0.1883
22,sympy__sympy-22714,sympy/sympy,1,1,1,49,0.1697
23,sympy__sympy-22914,sympy/sympy,1,1,1,41,0.1308
24,sympy__sympy-23262,sympy/sympy,0,0,1,60,0.209
25,sympy__sympy-23413,sympy/sympy,0,0,1,40,0.5023
26,sympy__sympy-23534,sympy/sympy,1,1,1,37,0.1365
27,sympy__sympy-23824,sympy/sympy,1,1,1,32,0.1307
28,sympy__sympy-23950,sympy/sympy,1,1,1,56,0.1841
29,sympy__sympy-24066,sympy/sympy,0,0,1,60,0.224
30,sympy__sympy-24213,sympy/sympy,1,1,1,40,0.1465
31,sympy__sympy-24443,sympy/sympy,1,1,1,56,0.2642
32,sympy__sympy-24539,sympy/sympy,1,1,1,41,0.1401
33,sympy__sympy-24562,sympy/sympy,1,1,1,44,0.1699
34,sympy__sympy-24661,sympy/sympy,1,1,1,57,0.2318
